year,parent,region,net_migration,region_full
2022,경상북도,성주군,-294.0,경상북도 성주군
2022,경상북도,안동시,-957.0,경상북도 안동시
2022,경상북도,영덕군,-177.0,경상북도 영덕군
2022,경상북도,영양군,-126.0,경상북도 영양군
2022,경상북도,영주시,-512.0,경상북도 영주시
2022,경상북도,영천시,-620.0,경상북도 영천시
2022,경상북도,예천군,124.0,경상북도 예천군
2022,경상북도,울릉군,60.0,경상북도 울릉군
2022,경상북도,울진군,-299.0,경상북도 울진군
2022,경상북도,의성군,-146.0,경상북도 의성군
2022,경상북도,청도군,-192.0,경상북도 청도군
2022,경상북도,청송군,-113.0,경상북도 청송군
2022,경상북도,칠곡군,-735.0,경상북도 칠곡군
2022,경상북도,포항시,-3427.0,경상북도 포항시
2022,광주광역시,광산구,-1285.0,광주광역시 광산구
2022,광주광역시,남  구,-1249.0,광주광역시 남  구
2022,광주광역시,동  구,1134.0,광주광역시 동  구
2022,광주광역시,북  구,-1462.0,광주광역시 북  구
2022,광주광역시,서  구,-1459.0,광주광역시 서  구
2022,대구광역시,군위군,5.0,대구광역시 군위군
2022,대구광역시,남  구,275.0,대구광역시 남  구
2022,대구광역시,달서구,-3365.0,대구광역시 달서구
2022,대구광역시,달성군,161.0,대구광역시 달성군
2022,대구광역시,동  구,-62.0,대구광역시 동  구
2022,대구광역시,북  구,-1104.0,대구광역시 북  구
2022,대구광역시,서  구,-1402.0,대구광역시 서  구
2022,대구광역시,수성구,-3709.0,대구광역시 수성구
2022,대구광역시,중  구,2034.0,대구광역시 중  구
2022,대전광역시,대덕구,-1054.0,대전광역시 대덕구
2022,대전광역시,동  구,-353.0,대전광역시 동  구
2022,대전광역시,서  구,18.0,대전광역시 서  구
2022,대전광역시,유성구,2825.0,대전광역시 유성구
2022,대전광역시,중  구,-773.0,대전광역시 중  구
2022,부산광역시,강서구,636.0,부산광역시 강서구
2022,부산광역시,금정구,-1735.0,부산광역시 금정구
2022,부산광역시,기장군,394.0,부산광역시 기장군
2022,부산광역시,남  구,-1015.0,부산광역시 남  구
2022,부산광역시,동  구,126.0,부산광역시 동  구
2022,부산광역시,동래구,643.0,부산광역시 동래구
2022,부산광역시,부산진구,2817.0,부산광역시 부산진구
2022,부산광역시,북  구,-1479.0,부산광역시 북  구
2022,부산광역시,사상구,-835.0,부산광역시 사상구
2022,부산광역시,사하구,-1383.0,부산광역시 사하구
2022,부산광역시,서  구,-53.0,부산광역시 서  구
2022,부산광역시,수영구,968.0,부산광역시 수영구
2022,부산광역시,연제구,-636.0,부산광역시 연제구
2022,부산광역시,영도구,-686.0,부산광역시 영도구
2022,부산광역시,중  구,117.0,부산광역시 중  구
2022,부산광역시,해운대구,-3330.0,부산광역시 해운대구
2022,서울특별시,강남구,-636.0,서울특별시 강남구
2022,서울특별시,강동구,727.0,서울특별시 강동구
2022,서울특별시,강북구,169.0,서울특별시 강북구
2022,서울특별시,강서구,3717.0,서울특별시 강서구
2022,서울특별시,관악구,9759.0,서울특별시 관악구
2022,서울특별시,광진구,2356.0,서울특별시 광진구
2022,서울특별시,구로구,3372.0,서울특별시 구로구
2022,서울특별시,금천구,2433.0,서울특별시 금천구
2022,서울특별시,노원구,-684.0,서울특별시 노원구
2022,서울특별시,도봉구,-807.0,서울특별시 도봉구
2022,서울특별시,동대문구,2604.0,서울특별시 동대문구
2022,서울특별시,동작구,2526.0,서울특별시 동작구
2022,서울특별시,마포구,3029.0,서울특별시 마포구
2022,서울특별시,서대문구,2440.0,서울특별시 서대문구
2022,서울특별시,서초구,-719.0,서울특별시 서초구
2022,서울특별시,성동구,1091.0,서울특별시 성동구
2022,서울특별시,성북구,2203.0,서울특별시 성북구
2022,서울특별시,송파구,2799.0,서울특별시 송파구
2022,서울특별시,양천구,-1784.0,서울특별시 양천구
2022,서울특별시,영등포구,4582.0,서울특별시 영등포구
2022,서울특별시,용산구,2098.0,서울특별시 용산구
2022,서울특별시,은평구,1067.0,서울특별시 은평구
2022,서울특별시,종로구,432.0,서울특별시 종로구
2022,서울특별시,중구,909.0,서울특별시 중구
2022,서울특별시,중랑구,2515.0,서울특별시 중랑구
2022,울산광역시,남구,-1017.0,울산광역시 남구
2022,울산광역시,동구,-749.0,울산광역시 동구
2022,울산광역시,북구,-501.0,울산광역시 북구
2022,울산광역시,울주군,-905.0,울산광역시 울주군
2022,울산광역시,중구,-1923.0,울산광역시 중구
2022,인천광역시,강화군,-174.0,인천광역시 강화군
2022,인천광역시,계양구,-1933.0,인천광역시 계양구
2022,인천광역시,남  구,0.0,인천광역시 남  구
2022,인천광역시,남동구,-2896.0,인천광역시 남동구
2022,인천광역시,동  구,-288.0,인천광역시 동  구
2022,인천광역시,미추홀구,350.0,인천광역시 미추홀구
2022,인천광역시,부평구,2670.0,인천광역시 부평구
2022,인천광역시,서구,8064.0,인천광역시 서구
2022,인천광역시,연수구,-1852.0,인천광역시 연수구
2022,인천광역시,옹진군,109.0,인천광역시 옹진군
2022,인천광역시,중  구,3066.0,인천광역시 중  구
2022,전라남도,강진군,-230.0,전라남도 강진군
2022,전라남도,고흥군,-364.0,전라남도 고흥군
2022,전라남도,곡성군,-181.0,전라남도 곡성군
2022,전라남도,광양시,245.0,전라남도 광양시
2022,전라남도,구례군,-287.0,전라남도 구례군
2022,전라남도,나주시,-94.0,전라남도 나주시
2022,전라남도,담양군,-366.0,전라남도 담양군
2022,전라남도,목포시,-925.0,전라남도 목포시
2022,전라남도,무안군,-68.0,전라남도 무안군
2022,전라남도,보성군,-360.0,전라남도 보성군
2022,전라남도,순천시,-1613.0,전라남도 순천시
2022,전라남도,신안군,-166.0,전라남도 신안군
2022,전라남도,여수시,-797.0,전라남도 여수시
2022,전라남도,영광군,31.0,전라남도 영광군
2022,전라남도,영암군,-274.0,전라남도 영암군
2022,전라남도,완도군,-407.0,전라남도 완도군
2022,전라남도,장성군,-112.0,전라남도 장성군
2022,전라남도,장흥군,-336.0,전라남도 장흥군
2022,전라남도,진도군,-217.0,전라남도 진도군
2022,전라남도,함평군,-194.0,전라남도 함평군
2022,전라남도,해남군,-538.0,전라남도 해남군
2022,전라남도,화순군,-348.0,전라남도 화순군
2022,전북특별자치도,고창군,-483.0,전북특별자치도 고창군
2022,전북특별자치도,군산시,-1415.0,전북특별자치도 군산시
2022,전북특별자치도,김제시,212.0,전북특별자치도 김제시
2022,전북특별자치도,남원시,-762.0,전북특별자치도 남원시
2022,전북특별자치도,무주군,-174.0,전북특별자치도 무주군
2022,전북특별자치도,부안군,-373.0,전북특별자치도 부안군
2022,전북특별자치도,순창군,-113.0,전북특별자치도 순창군
2022,전북특별자치도,완주군,445.0,전북특별자치도 완주군
2022,전북특별자치도,익산시,-1999.0,전북특별자치도 익산시
2022,전북특별자치도,임실군,-122.0,전북특별자치도 임실군
2022,전북특별자치도,장수군,-183.0,전북특별자치도 장수군
2022,전북특별자치도,전주시,-2806.0,전북특별자치도 전주시
2022,전북특별자치도,정읍시,-709.0,전북특별자치도 정읍시
2022,전북특별자치도,진안군,-184.0,전북특별자치도 진안군
2022,제주특별자치도,서귀포시,-424.0,제주특별자치도 서귀포시
2022,제주특별자치도,제주시,-755.0,제주특별자치도 제주시
2022,충청남도,계룡시,-3.0,충청남도 계룡시
2022,충청남도,공주시,-115.0,충청남도 공주시
2022,충청남도,금산군,-294.0,충청남도 금산군
2022,충청남도,논산시,-685.0,충청남도 논산시
2022,충청남도,당진시,79.0,충청남도 당진시
2022,충청남도,보령시,-580.0,충청남도 보령시
2022,충청남도,부여군,-572.0,충청남도 부여군
2022,충청남도,서산시,-253.0,충청남도 서산시
2022,충청남도,서천군,-323.0,충청남도 서천군
2022,충청남도,아산시,2967.0,충청남도 아산시
2022,충청남도,예산군,-193.0,충청남도 예산군
2022,충청남도,천안시,497.0,충청남도 천안시
2022,충청남도,청양군,-181.0,충청남도 청양군
2022,충청남도,태안군,-333.0,충청남도 태안군
2022,충청남도,홍성군,-392.0,충청남도 홍성군
2022,충청북도,괴산군,-479.0,충청북도 괴산군
2022,충청북도,단양군,-191.0,충청북도 단양군
2022,충청북도,보은군,-214.0,충청북도 보은군
2022,충청북도,영동군,-441.0,충청북도 영동군
2022,충청북도,옥천군,-329.0,충청북도 옥천군
2022,충청북도,음성군,-265.0,충청북도 음성군
2022,충청북도,제천시,-161.0,충청북도 제천시
2022,충청북도,증평군,284.0,충청북도 증평군
2022,충청북도,진천군,327.0,충청북도 진천군
2022,충청북도,청주시,1409.0,충청북도 청주시
2022,충청북도,충주시,-596.0,충청북도 충주시
2023,강원특별자치도,강릉시,-956.0,강원특별자치도 강릉시
2023,강원특별자치도,고성군,8.0,강원특별자치도 고성군
2023,강원특별자치도,동해시,-427.0,강원특별자치도 동해시
2023,강원특별자치도,삼척시,-476.0,강원특별자치도 삼척시
2023,강원특별자치도,속초시,-347.0,강원특별자치도 속초시
2023,강원특별자치도,양구군,-191.0,강원특별자치도 양구군
2023,강원특별자치도,양양군,-62.0,강원특별자치도 양양군
2023,강원특별자치도,영월군,-287.0,강원특별자치도 영월군
2023,강원특별자치도,원주시,-29.0,강원특별자치도 원주시
2023,강원특별자치도,인제군,-9.0,강원특별자치도 인제군
2023,강원특별자치도,정선군,-247.0,강원특별자치도 정선군
2023,강원특별자치도,철원군,-254.0,강원특별자치도 철원군
2023,강원특별자치도,춘천시,581.0,강원특별자치도 춘천시
2023,강원특별자치도,태백시,-196.0,강원특별자치도 태백시
2023,강원특별자치도,평창군,-118.0,강원특별자치도 평창군
2023,강원특별자치도,홍천군,-319.0,강원특별자치도 홍천군
2023,강원특별자치도,화천군,-162.0,강원특별자치도 화천군
2023,강원특별자치도,횡성군,-306.0,강원특별자치도 횡성군
2023,경기도,가평군,-86.0,경기도 가평군
2023,경기도,고양시,-638.0,경기도 고양시
2023,경기도,과천시,397.0,경기도 과천시
2023,경기도,광명시,-1450.0,경기도 광명시
2023,경기도,광주시,-513.0,경기도 광주시
2023,경기도,구리시,-529.0,경기도 구리시
2023,경기도,군포시,-1437.0,경기도 군포시
2023,경기도,김포시,970.0,경기도 김포시
2023,경기도,남양주시,-1698.0,경기도 남양주시
2023,경기도,동두천시,-1032.0,경기도 동두천시
2023,경기도,부천시,-2794.0,경기도 부천시
2023,경기도,성남시,806.0,경기도 성남시
2023,경기도,수원시,5712.0,경기도 수원시
2023,경기도,시흥시,1356.0,경기도 시흥시
2023,경기도,안산시,-4862.0,경기도 안산시
2023,경기도,안성시,-172.0,경기도 안성시
2023,경기도,안양시,-903.0,경기도 안양시
2023,경기도,양주시,5606.0,경기도 양주시
2023,경기도,양평군,-43.0,경기도 양평군
2023,경기도,여주시,-5.0,경기도 여주시
2023,경기도,연천군,-161.0,경기도 연천군
2023,경기도,오산시,-70.0,경기도 오산시
2023,경기도,용인시,-799.0,경기도 용인시
2023,경기도,의왕시,-78.0,경기도 의왕시
2023,경기도,의정부시,-381.0,경기도 의정부시
2023,경기도,이천시,-818.0,경기도 이천시
2023,경기도,파주시,-15.0,경기도 파주시
2023,경기도,평택시,5652.0,경기도 평택시
2023,경기도,포천시,-1262.0,경기도 포천시
2023,경기도,하남시,1768.0,경기도 하남시
2023,경기도,화성시,12670.0,경기도 화성시
2023,경상남도,거제시,-1593.0,경상남도 거제시
2023,경상남도,거창군,-387.0,경상남도 거창군
2023,경상남도,고성군,-497.0,경상남도 고성군
2023,경상남도,김해시,-2327.0,경상남도 김해시
2023,경상남도,남해군,-336.0,경상남도 남해군
2023,경상남도,밀양시,-506.0,경상남도 밀양시
2023,경상남도,사천시,-19.0,경상남도 사천시
2023,경상남도,산청군,-134.0,경상남도 산청군
2023,경상남도,양산시,-606.0,경상남도 양산시
2023,경상남도,의령군,-190.0,경상남도 의령군
2023,경상남도,진주시,-988.0,경상남도 진주시
2023,경상남도,창녕군,-546.0,경상남도 창녕군
2023,경상남도,창원시,-5041.0,경상남도 창원시
2023,경상남도,통영시,-937.0,경상남도 통영시
2023,경상남도,하동군,-331.0,경상남도 하동군
2023,경상남도,함안군,-489.0,경상남도 함안군
2023,경상남도,함양군,-321.0,경상남도 함양군
2023,경상남도,합천군,-281.0,경상남도 합천군
2023,경상북도,경산시,-194.0,경상북도 경산시
2023,경상북도,경주시,-957.0,경상북도 경주시
2023,경상북도,고령군,-174.0,경상북도 고령군
2023,경상북도,구미시,-1055.0,경상북도 구미시
2023,경상북도,김천시,-763.0,경상북도 김천시
2023,경상북도,문경시,-659.0,경상북도 문경시
2023,경상북도,봉화군,-172.0,경상북도 봉화군
2023,경상북도,상주시,-610.0,경상북도 상주시
2023,경상북도,성주군,-202.0,경상북도 성주군
2023,경상북도,안동시,-534.0,경상북도 안동시
2023,경상북도,영덕군,-155.0,경상북도 영덕군
2023,경상북도,영양군,-131.0,경상북도 영양군
2023,경상북도,영주시,-186.0,경상북도 영주시
2023,경상북도,영천시,-540.0,경상북도 영천시
2023,경상북도,예천군,-119.0,경상북도 예천군
2023,경상북도,울릉군,15.0,경상북도 울릉군
2023,경상북도,울진군,-131.0,경상북도 울진군
2023,경상북도,의성군,-84.0,경상북도 의성군
2023,경상북도,청도군,-221.0,경상북도 청도군
2023,경상북도,청송군,-54.0,경상북도 청송군
2023,경상북도,칠곡군,-971.0,경상북도 칠곡군
2023,경상북도,포항시,-1279.0,경상북도 포항시
2023,광주광역시,광산구,-1623.0,광주광역시 광산구
2023,광주광역시,남  구,-1597.0,광주광역시 남  구
2023,광주광역시,동  구,856.0,광주광역시 동  구
2023,광주광역시,북  구,-2048.0,광주광역시 북  구
2023,광주광역시,서  구,-1461.0,광주광역시 서  구
2023,대구광역시,군위군,-185.0,대구광역시 군위군
2023,대구광역시,남  구,-487.0,대구광역시 남  구
2023,대구광역시,달서구,-4165.0,대구광역시 달서구
2023,대구광역시,달성군,-296.0,대구광역시 달성군
2023,대구광역시,동  구,1310.0,대구광역시 동  구
2023,대구광역시,북  구,-3791.0,대구광역시 북  구
2023,대구광역시,서  구,1003.0,대구광역시 서  구
2023,대구광역시,수성구,-3600.0,대구광역시 수성구
2023,대구광역시,중  구,2937.0,대구광역시 중  구
2023,대전광역시,대덕구,-1178.0,대전광역시 대덕구
2023,대전광역시,동  구,-274.0,대전광역시 동  구
2023,대전광역시,서  구,-498.0,대전광역시 서  구
2023,대전광역시,유성구,4473.0,대전광역시 유성구
2023,대전광역시,중  구,-1453.0,대전광역시 중  구
2023,부산광역시,강서구,141.0,부산광역시 강서구
2023,부산광역시,금정구,-1938.0,부산광역시 금정구
2023,부산광역시,기장군,196.0,부산광역시 기장군
2023,부산광역시,남  구,-267.0,부산광역시 남  구
2023,부산광역시,동  구,535.0,부산광역시 동  구
2023,부산광역시,동래구,-1468.0,부산광역시 동래구
2023,부산광역시,부산진구,2782.0,부산광역시 부산진구
2023,부산광역시,북  구,-2135.0,부산광역시 북  구
2023,부산광역시,사상구,162.0,부산광역시 사상구
2023,부산광역시,사하구,-1741.0,부산광역시 사하구
2023,부산광역시,서  구,9.0,부산광역시 서  구
2023,부산광역시,수영구,397.0,부산광역시 수영구
2023,부산광역시,연제구,1290.0,부산광역시 연제구
2023,부산광역시,영도구,-576.0,부산광역시 영도구
2023,부산광역시,중  구,-196.0,부산광역시 중  구
2023,부산광역시,해운대구,-2628.0,부산광역시 해운대구
2023,서울특별시,강남구,3635.0,서울특별시 강남구
2023,서울특별시,강동구,1693.0,서울특별시 강동구
2023,서울특별시,강북구,-791.0,서울특별시 강북구
2023,서울특별시,강서구,1754.0,서울특별시 강서구
2023,서울특별시,관악구,3532.0,서울특별시 관악구
2023,서울특별시,광진구,1797.0,서울특별시 광진구
2023,서울특별시,구로구,1445.0,서울특별시 구로구
2023,서울특별시,금천구,1383.0,서울특별시 금천구
2023,서울특별시,노원구,-1143.0,서울특별시 노원구
2023,서울특별시,도봉구,-904.0,서울특별시 도봉구
2023,서울특별시,동대문구,3753.0,서울특별시 동대문구
2023,서울특별시,동작구,2811.0,서울특별시 동작구
2023,서울특별시,마포구,3110.0,서울특별시 마포구
2023,서울특별시,서대문구,1997.0,서울특별시 서대문구
2023,서울특별시,서초구,1963.0,서울특별시 서초구
2023,서울특별시,성동구,1788.0,서울특별시 성동구
2023,서울특별시,성북구,356.0,서울특별시 성북구
2023,서울특별시,송파구,2523.0,서울특별시 송파구
2023,서울특별시,양천구,-1996.0,서울특별시 양천구
2023,서울특별시,영등포구,5164.0,서울특별시 영등포구
2023,서울특별시,용산구,420.0,서울특별시 용산구
2023,서울특별시,은평구,2409.0,서울특별시 은평구
2023,서울특별시,종로구,208.0,서울특별시 종로구
2023,서울특별시,중구,2014.0,서울특별시 중구
2023,서울특별시,중랑구,1128.0,서울특별시 중랑구
2023,울산광역시,남구,-1089.0,울산광역시 남구
2023,울산광역시,동구,0.0,울산광역시 동구
2023,울산광역시,북구,-574.0,울산광역시 북구
2023,울산광역시,울주군,-1695.0,울산광역시 울주군
2023,울산광역시,중구,-123.0,울산광역시 중구
2023,인천광역시,강화군,-369.0,인천광역시 강화군
2023,인천광역시,계양구,-2913.0,인천광역시 계양구
2023,인천광역시,남  구,0.0,인천광역시 남  구
2023,인천광역시,남동구,-4073.0,인천광역시 남동구
2023,인천광역시,동  구,499.0,인천광역시 동  구
2023,인천광역시,미추홀구,-162.0,인천광역시 미추홀구
2023,인천광역시,부평구,1996.0,인천광역시 부평구
2023,인천광역시,서구,9138.0,인천광역시 서구
2023,인천광역시,연수구,921.0,인천광역시 연수구
2023,인천광역시,옹진군,-115.0,인천광역시 옹진군
2023,인천광역시,중  구,2928.0,인천광역시 중  구
2023,전라남도,강진군,-173.0,전라남도 강진군
2023,전라남도,고흥군,-224.0,전라남도 고흥군
2023,전라남도,곡성군,-123.0,전라남도 곡성군
2023,전라남도,광양시,-287.0,전라남도 광양시
2023,전라남도,구례군,-165.0,전라남도 구례군
2023,전라남도,나주시,551.0,전라남도 나주시
2023,전라남도,담양군,-279.0,전라남도 담양군
2023,전라남도,목포시,-1355.0,전라남도 목포시
2023,전라남도,무안군,6.0,전라남도 무안군
2023,전라남도,보성군,-201.0,전라남도 보성군
2023,전라남도,순천시,-705.0,전라남도 순천시
2023,전라남도,신안군,-21.0,전라남도 신안군
2023,전라남도,여수시,-1438.0,전라남도 여수시
2023,전라남도,영광군,-142.0,전라남도 영광군
2023,전라남도,영암군,-104.0,전라남도 영암군
2023,전라남도,완도군,-235.0,전라남도 완도군
2023,전라남도,장성군,-197.0,전라남도 장성군
2023,전라남도,장흥군,-247.0,전라남도 장흥군
2023,전라남도,진도군,-143.0,전라남도 진도군
2023,전라남도,함평군,-104.0,전라남도 함평군
2023,전라남도,해남군,-459.0,전라남도 해남군
2023,전라남도,화순군,-389.0,전라남도 화순군
2023,전북특별자치도,고창군,-315.0,전북특별자치도 고창군
2023,전북특별자치도,군산시,-1164.0,전북특별자치도 군산시
2023,전북특별자치도,김제시,11.0,전북특별자치도 김제시
2023,전북특별자치도,남원시,-657.0,전북특별자치도 남원시
2023,전북특별자치도,무주군,-89.0,전북특별자치도 무주군
2023,전북특별자치도,부안군,-285.0,전북특별자치도 부안군
2023,전북특별자치도,순창군,38.0,전북특별자치도 순창군
2023,전북특별자치도,완주군,1642.0,전북특별자치도 완주군
2023,전북특별자치도,익산시,-1688.0,전북특별자치도 익산시
2023,전북특별자치도,임실군,-129.0,전북특별자치도 임실군
2023,전북특별자치도,장수군,-180.0,전북특별자치도 장수군
2023,전북특별자치도,전주시,-3586.0,전북특별자치도 전주시
2023,전북특별자치도,정읍시,-714.0,전북특별자치도 정읍시
2023,전북특별자치도,진안군,-80.0,전북특별자치도 진안군
2023,제주특별자치도,서귀포시,-806.0,제주특별자치도 서귀포시
2023,제주특별자치도,제주시,-1357.0,제주특별자치도 제주시
2023,충청남도,계룡시,327.0,충청남도 계룡시
2023,충청남도,공주시,-56.0,충청남도 공주시
2023,충청남도,금산군,-167.0,충청남도 금산군
2023,충청남도,논산시,-758.0,충청남도 논산시
2023,충청남도,당진시,354.0,충청남도 당진시
2023,충청남도,보령시,-662.0,충청남도 보령시
2023,충청남도,부여군,-554.0,충청남도 부여군
2023,충청남도,서산시,-260.0,충청남도 서산시
2023,충청남도,서천군,-307.0,충청남도 서천군
2023,충청남도,아산시,3696.0,충청남도 아산시
2023,충청남도,예산군,93.0,충청남도 예산군
2023,충청남도,천안시,395.0,충청남도 천안시
2023,충청남도,청양군,-143.0,충청남도 청양군
2023,충청남도,태안군,-314.0,충청남도 태안군
2023,충청남도,홍성군,-254.0,충청남도 홍성군
2023,충청북도,괴산군,-230.0,충청북도 괴산군
2023,충청북도,단양군,-117.0,충청북도 단양군
2023,충청북도,보은군,-196.0,충청북도 보은군
2023,충청북도,영동군,-357.0,충청북도 영동군
2023,충청북도,옥천군,-218.0,충청북도 옥천군
2023,충청북도,음성군,-318.0,충청북도 음성군
2023,충청북도,제천시,-425.0,충청북도 제천시
2023,충청북도,증평군,61.0,충청북도 증평군
2023,충청북도,진천군,-116.0,충청북도 진천군
2023,충청북도,청주시,1649.0,충청북도 청주시
2023,충청북도,충주시,-59.0,충청북도 충주시
2024,강원특별자치도,강릉시,-939.0,강원특별자치도 강릉시
2024,강원특별자치도,고성군,-119.0,강원특별자치도 고성군
2024,강원특별자치도,동해시,-407.0,강원특별자치도 동해시
2024,강원특별자치도,삼척시,-507.0,강원특별자치도 삼척시
2024,강원특별자치도,속초시,-531.0,강원특별자치도 속초시
2024,강원특별자치도,양구군,-186.0,강원특별자치도 양구군
2024,강원특별자치도,양양군,-147.0,강원특별자치도 양양군
2024,강원특별자치도,영월군,-341.0,강원특별자치도 영월군
2024,강원특별자치도,원주시,-193.0,강원특별자치도 원주시
2024,강원특별자치도,인제군,-139.0,강원특별자치도 인제군
2024,강원특별자치도,정선군,-185.0,강원특별자치도 정선군
2024,강원특별자치도,철원군,-425.0,강원특별자치도 철원군
2024,강원특별자치도,춘천시,628.0,강원특별자치도 춘천시
2024,강원특별자치도,태백시,-355.0,강원특별자치도 태백시
2024,강원특별자치도,평창군,-189.0,강원특별자치도 평창군
2024,강원특별자치도,홍천군,-395.0,강원특별자치도 홍천군
2024,강원특별자치도,화천군,-93.0,강원특별자치도 화천군
2024,강원특별자치도,횡성군,-232.0,강원특별자치도 횡성군
2024,경기도,가평군,-21.0,경기도 가평군
2024,경기도,고양시,-1204.0,경기도 고양시
2024,경기도,과천시,966.0,경기도 과천시
2024,경기도,광명시,-71.0,경기도 광명시
2024,경기도,광주시,1196.0,경기도 광주시
2024,경기도,구리시,476.0,경기도 구리시
2024,경기도,군포시,-954.0,경기도 군포시
2024,경기도,김포시,807.0,경기도 김포시
2024,경기도,남양주시,-175.0,경기도 남양주시
2024,경기도,동두천시,-696.0,경기도 동두천시
2024,경기도,부천시,-2889.0,경기도 부천시
2024,경기도,성남시,618.0,경기도 성남시
2024,경기도,수원시,3006.0,경기도 수원시
2024,경기도,시흥시,-769.0,경기도 시흥시
2024,경기도,안산시,-3526.0,경기도 안산시
2024,경기도,안성시,1230.0,경기도 안성시
2024,경기도,안양시,4088.0,경기도 안양시
